numSample;x1_pix;y1_pix;x2_pix;y2_pix;laser_X_m;laser_Y_m;radar_X_m;radar_Y_m;radar_R_m;radar_A_deg;radar_D_mps;radar_P_db;dataset;index;Annotation;Difficult
1597;1270;506;1330;553;13,53936577;68,01096344;14,28984642;68,59249115;69,86354828;-11,69999981;248;5580128,5;RECORD@2020-11-21_12.05.51;173;strong;0
1598;1126;524;1179;566;8,632176399;76,47377014;9,257544518;76,75138092;77,24912262;-6,900000095;252;10025759;RECORD@2020-11-21_12.05.51;238;strong;0
1599;1140;518;1193;560;9,208654404;76,36863708;10,19134808;76,55243683;77,24912262;-7,599999905;253;8108768;RECORD@2020-11-21_12.05.51;239;strong;0
1600;1152;507;1205;548;9,815522194;76,19280243;10,39125061;76,34555054;77,04950714;-7,800000191;254;9882165;RECORD@2020-11-21_12.05.51;240;strong;0
1601;1164;509;1219;551;10,31347466;76,1389389;10,86319256;76,6053772;77,34892273;-8;0;6588133;RECORD@2020-11-21_12.05.51;242;strong;0
1602;1174;494;1229;536;10,80453873;76,03321838;11,50301838;76,05493927;76,94970703;-8,600000381;2;4398977;RECORD@2020-11-21_12.05.51;244;strong;0
1603;1177;497;1233;539;10,90986824;76,18360901;11,5376091;76,17292023;77,04950714;-8,600000381;2;4785608,5;RECORD@2020-11-21_12.05.51;245;strong;0
1604;1192;494;1247;536;11,62467575;76,44197083;12,4848156;76,58279419;77,64833832;-9,300000191;6;9075411;RECORD@2020-11-21_12.05.51;249;strong;0
1605;1207;513;1259;555;12,31264687;76,87523651;12,94864655;77,05239868;78,14736938;-9,600000381;10;10823829;RECORD@2020-11-21_12.05.51;251;strong;0
1606;1210;512;1260;554;12,53630924;77,38251495;13,18467522;77,58516693;78,74620056;-9,699999809;11;8046202;RECORD@2020-11-21_12.05.51;253;strong;0
1607;1202;514;1253;556;12,32000923;77,87662506;12,83508682;78,2589035;79,34503174;-9,300000191;13;7066508;RECORD@2020-11-21_12.05.51;255;strong;0
1608;1188;505;1237;548;11,76967525;78,54091644;12,67450714;78,92547607;79,94386292;-9,100000381;15;8746353;RECORD@2020-11-21_12.05.51;257;strong;0
1609;751;516;802;557;-8,156003952;89,93159485;-7,597417831;90,2781601;90,6230011;4,800000191;5;11225564;RECORD@2020-11-21_12.05.51;283;strong;0
1610;0;468;61;582;-16,8602829;32,2195549;-16,53962135;32,04605865;36,02962875;27,29999924;93;4074330,25;RECORD@2020-11-21_12.05.51;369;weak;0
1611;940;528;992;571;0,812405944;71,14597321;1,11403358;71,64910126;71,66003418;-0,899999976;148;8842342;RECORD@2020-11-21_12.05.51;457;strong;0
1612;937;512;992;557;0,792673111;66,63378143;1,400485516;66,72409058;66,76959229;-1,200000048;160;6858343;RECORD@2020-11-21_12.05.51;459;strong;0
1613;934;508;991;556;0,736072421;62,5635376;0,874855936;63,04047394;63,0768013;-0,800000012;173;9369065;RECORD@2020-11-21_12.05.51;461;strong;0
1614;933;504;993;553;0,646789432;59,13623047;0,623731017;59,47439957;59,48381805;-0,600000024;186;9199610;RECORD@2020-11-21_12.05.51;462;strong;0
1615;932;504;994;556;0,693589449;57,67128372;1,104418516;57,87810516;57,88693619;-1,100000024;192;11983841;RECORD@2020-11-21_12.05.51;463;strong;0
1616;932;505;995;557;0,648662031;56,24629593;1,171268582;56,66128159;56,68927765;-1,200000048;198;13691929;RECORD@2020-11-21_12.05.51;464;strong;0
1617;931;509;996;561;0,84414655;55,26989746;1,054566383;55,37586975;55,39181137;-1,100000024;205;14784693;RECORD@2020-11-21_12.05.51;465;strong;0
1618;931;508;997;562;0,698729753;53,95458221;1,317517161;54,18971252;54,29395676;-1,399999976;212;11357426;RECORD@2020-11-21_12.05.51;466;strong;0
1619;930;498;999;554;0,6119138;50,90662003;1,083423376;51,48841858;51,49941254;-1,200000048;3;9470454;RECORD@2020-11-21_12.05.51;467;strong;0
1620;930;498;999;553;0,674873948;51,11410141;1,206886292;51,63902283;51,6990242;-1,399999976;11;13792797;RECORD@2020-11-21_12.05.51;468;strong;0
1621;930;495;999;551;0,617081404;51,34239197;0,902993143;51,78993225;51,79882813;-1;19;21284326;RECORD@2020-11-21_12.05.51;469;strong;0
1622;931;496;999;550;0,666914761;51,96232605;0,909966052;52,48945618;52,49746323;-1;27;18383612;RECORD@2020-11-21_12.05.51;470;strong;0
1623;930;492;998;547;0,631218851;52,51256561;0,28283453;53,09609222;53,0962944;-0,300000012;35;9175162;RECORD@2020-11-21_12.05.51;471;strong;0
1624;928;487;997;542;0,6416471;53,41182709;1,218947887;53,88084412;53,89473343;-1,299999952;44;15094840;RECORD@2020-11-21_12.05.51;472;strong;0
1625;928;495;994;547;0,564424336;54,41125488;1,05073154;54,88600159;54,89278412;-1,100000024;52;10037356;RECORD@2020-11-21_12.05.51;473;strong;0
1626;924;492;990;543;0,470172584;57,02355194;1,198458672;57,65265656;57,68732834;-1,200000048;68;12154862;RECORD@2020-11-21_12.05.51;474;strong;0
1627;238;570;482;706;-5,789939404;16,6582489;-5,952292919;17,38313675;18,36413193;19,60000038;52;29642776;RECORD@2020-11-22_12.54.38;0;strong;1
1628;180;583;416;711;-6,766928196;17,47842026;-6,878647804;18,27134895;19,56179237;21,20000076;50;25470054;RECORD@2020-11-22_12.54.38;1;strong;1
1629;702;532;793;599;-4,078104019;35,86607361;-3,769706488;36,48369217;36,72826385;5,900000095;25;48633800;RECORD@2020-11-22_12.54.38;22;strong;0
1630;751;528;843;594;-3,130766869;36,57231522;-2,832556248;36,81908035;36,92787552;4,400000095;24;39373596;RECORD@2020-11-22_12.54.38;23;strong;0
1631;788;508;879;576;-2,394812346;37,08263016;-2,260211706;37,6298027;37,72631454;3,400000095;22;43816304;RECORD@2020-11-22_12.54.38;24;strong;0
1632;811;500;902;564;-1,829111338;37,61732101;-1,719643235;38,08903885;38,12553406;2,599999905;20;34985540;RECORD@2020-11-22_12.54.38;25;strong;0
1633;836;507;926;570;-1,300305367;38,07709122;-1,06383419;38,5218277;38,52475357;1,600000024;18;16120192;RECORD@2020-11-22_12.54.38;26;strong;0
1634;861;507;947;576;-0,872779012;38,46691513;-0,482225657;38,89174652;38,9239769;0,699999988;16;25011728;RECORD@2020-11-22_12.54.38;27;strong;1
1635;874;497;962;564;-0,483393133;38,82160568;-0,340815961;39,31721878;39,32319641;0,5;14;31804442;RECORD@2020-11-22_12.54.38;28;strong;0
1636;896;505;978;563;-0,210470483;39,11130905;0,103498772;39,51494598;39,52280426;-0,200000003;12;25850344;RECORD@2020-11-22_12.54.38;29;strong;0
1637;904;505;988;574;0,088406906;39,41472626;0,275073707;39,91711044;39,92202759;-0,400000006;10;29905972;RECORD@2020-11-22_12.54.38;30;strong;0
1638;911;521;994;583;0,244934261;39,63611603;0,640079498;39,88894272;39,92202759;-0,899999976;8;25667652;RECORD@2020-11-22_12.54.38;31;strong;0
1639;920;512;1001;572;0,412739307;39,78622437;1,06634295;40,19599533;40,3212471;-1,5;7;26472996;RECORD@2020-11-22_12.54.38;32;strong;0
1640;919;528;1003;583;0,398586184;39,95828247;0,628458738;40,3177681;40,3212471;-0,899999976;6;35614120;RECORD@2020-11-22_12.54.38;33;strong;0
1641;919;532;1001;591;0,349110514;40,07028198;0,70415771;40,51782227;40,52085495;-1;7;32386596;RECORD@2020-11-22_12.54.38;34;strong;0
1642;919;530;1001;590;0,324828893;40,22800827;0,70415771;40,70532227;40,72046661;-1;7;23994390;RECORD@2020-11-22_12.54.38;35;weak;0
1643;915;533;1000;589;0,310327768;40,35903168;0,747696042;40,8131485;40,92007828;-1,100000024;6;17880434;RECORD@2020-11-22_12.54.38;36;weak;0
1644;917;524;996;581;0,255177081;40,48307419;0,563191414;40,9087944;40,92007828;-0,800000012;5;22107624;RECORD@2020-11-22_12.54.38;37;weak;0
1645;910;524;993;581;0,168655783;40,58419037;0,571904004;41,0368576;41,11968613;-0,800000012;5;29090088;RECORD@2020-11-22_12.54.38;38;weak;0
1646;907;529;990;585;0,118554704;40,72362518;0,566324413;41,06232834;41,11968613;-0,800000012;4;23078210;RECORD@2020-11-22_12.54.38;39;weak;0
1647;906;531;986;587;0,023109928;40,80324173;0,435289562;41,5103035;41,51890564;-0,600000024;4;18939912;RECORD@2020-11-22_12.54.38;40;weak;0
1648;908;528;985;582;0,089453481;40,87818527;0,433196872;41,40866852;41,51890564;-0,600000024;3;17223158;RECORD@2020-11-22_12.54.38;41;weak;0
1649;906;530;986;583;-0,014372974;40,92029572;0,35935095;41,39323425;41,41910172;-0,5;4;25072542;RECORD@2020-11-22_12.54.38;42;incomplete;0
1650;907;531;988;580;0,103780605;41,03673553;0,395227551;41,37788773;41,41910172;-0,600000024;4;21224638;RECORD@2020-11-22_12.54.38;43;strong;0
1650;848;518;900;560;-3,147877932;75,5426178;-2,21958828;75,020401;75,05340576;1,700000048;250;10830518;RECORD@2020-11-22_12.54.38;43;strong;0
1651;914;524;992;574;0,149214759;41,09479141;0,290256232;41,49259949;41,51890564;-0,400000006;5;19491718;RECORD@2020-11-22_12.54.38;44;strong;0
1651;843;515;895;557;-2,988124371;69,88025665;-2,402411938;69,22255707;69,2647171;2;250;7604179,5;RECORD@2020-11-22_12.54.38;44;strong;0
1652;835;518;893;567;-2,982061386;64,0480957;-2,038561344;63,23591614;63,27640915;1,799999952;250;8309310,5;RECORD@2020-11-22_12.54.38;45;strong;0
1652;912;533;992;582;0,191044897;41,2401123;0,435289562;41,71845245;41,7185173;-0,600000024;5;18370778;RECORD@2020-11-22_12.54.38;45;strong;0
1653;824;515;890;574;-2,999714851;58,2895546;-2,019418716;57,64343262;57,68732834;2;249;8533875;RECORD@2020-11-22_12.54.38;46;strong;0
1653;912;531;992;583;0,161877781;41,40061951;0,507738054;41,89257431;41,91812897;-0,699999988;5;22536888;RECORD@2020-11-22_12.54.38;46;strong;0
1654;812;519;882;576;-2,98275876;52,5070076;-2,624581337;51,8243103;51,89863205;2,900000095;249;13530950;RECORD@2020-11-22_12.54.38;47;strong;0
1654;916;531;992;582;0,280722916;41,4621048;0,726895154;41,61054611;41,7185173;-1;4;15500399;RECORD@2020-11-22_12.54.38;47;strong;0
1655;796;527;874;591;-2,976114035;45,36349106;-2,606092453;45,64115906;45,71072006;3,299999952;248;10837556;RECORD@2020-11-22_12.54.38;48;strong;0
1655;916;542;996;593;0,285897732;41,54314041;0,477222025;41,88620377;41,91812897;-0,699999988;4;18153314;RECORD@2020-11-22_12.54.38;48;strong;0
1656;772;520;860;599;-3,067589283;39,43301392;-2,644829273;39,84152985;39,92202759;3,799999952;248;7369798;RECORD@2020-11-22_12.54.38;49;strong;1
1656;914;538;995;589;0,208209604;41,66121292;0,671455979;42,10996628;42,11773682;-0,899999976;4;18321380;RECORD@2020-11-22_12.54.38;49;strong;1
1657;736;522;844;609;-3,01796627;33,7050705;-2,752080917;34,04489899;34,1333313;4,599999905;248;13892198;RECORD@2020-11-22_12.54.38;50;weak;0
1657;912;536;995;588;0,220625922;41,7361908;0,366328657;42,11732101;42,11773682;-0,5;4;14481188;RECORD@2020-11-22_12.54.38;50;weak;0
1658;695;524;824;623;-3,096511364;27,76138687;-2,649164677;27,99133301;28,14502907;5,5;248;11855812;RECORD@2020-11-22_12.54.38;51;strong;0
1658;910;534;995;587;0,200954899;41,8134613;0,658102572;42,31419754;42,31734848;-0,899999976;3;19766060;RECORD@2020-11-22_12.54.38;51;strong;0
1659;626;524;791;651;-3,135280848;21,89037895;-2,956007481;22,1354351;22,35633469;7,599999905;249;16224393;RECORD@2020-11-22_12.54.38;52;incomplete;0
1659;912;536;993;588;0,208793685;41,87702942;0,674593568;42,31731415;42,31734848;-0,899999976;3;23469008;RECORD@2020-11-22_12.54.38;52;incomplete;0
1660;535;523;751;688;-3,054373503;15,96689606;-3,301629066;16,17726898;16,5676403;11,5;252;15685884;RECORD@2020-11-22_12.54.38;53;strong;1
1660;912;538;993;587;0,209598482;41,94285583;0,747731805;42,60839844;42,61676025;-1;2;20265170;RECORD@2020-11-22_12.54.38;53;strong;1
1661;343;532;670;763;-3,029259205;10,09443474;-3,162984848;10,26758766;10,77894688;17;8;15569993;RECORD@2020-11-22_12.54.38;54;weak;0
1661;913;538;994;590;0,157537445;41,97089386;0,660524607;42,34973145;42,4171524;-0,899999976;2;26643326;RECORD@2020-11-22_12.54.38;54;weak;0
1662;19;526;483;930;-2,604243755;4,360076427;-2,591903925;5,488782883;6,187913895;24,60000038;16;14069779;RECORD@2020-11-22_12.54.38;55;weak;0
1662;914;533;992;584;0,199553937;42,04401398;0,66320473;42,45282745;42,51695633;-0,899999976;2;18558024;RECORD@2020-11-22_12.54.38;55;weak;0
1663;915;527;994;580;0,212425858;42,083004;0,486027002;42,41439819;42,4171524;-0,699999988;2;39071360;RECORD@2020-11-22_12.54.38;56;weak;0
1664;915;531;991;582;0,193972975;42,11816788;0,658905387;42,51280212;42,51695633;-0,899999976;2;30148144;RECORD@2020-11-22_12.54.38;57;incomplete;0
1665;911;539;992;589;0,218886688;42,14692307;0,598406911;42,50927734;42,51695633;-0,800000012;2;25292088;RECORD@2020-11-22_12.54.38;58;weak;0
1666;911;538;990;587;0,186187983;42,21466064;0,517581046;42,7149353;42,71656799;-0,699999988;2;28791028;RECORD@2020-11-22_12.54.38;59;weak;0
1667;841;508;903;562;-2,725775957;65,42208862;-2,086952686;65,76868439;65,87134552;1,799999952;232;6366141;RECORD@2020-11-22_12.54.38;61;strong;1
1667;915;530;992;578;0,230458438;42,35443115;0,517581046;42,5141983;42,51695633;-0,699999988;2;23272622;RECORD@2020-11-22_12.54.38;61;strong;1
1668;830;511;898;568;-2,127369642;59,5406723;-1,806216359;59,65522766;59,68342972;1,700000048;230;6272198;RECORD@2020-11-22_12.54.38;62;strong;0
1668;915;528;990;579;0,231013238;42,36922073;0,517535269;42,75191498;42,81637192;-0,699999988;2;14231034;RECORD@2020-11-22_12.54.38;62;strong;0
1669;814;511;889;578;-2,953387499;52,90853882;-2,726783752;53,22760773;53,29590607;2,900000095;231;10540261;RECORD@2020-11-22_12.54.38;63;strong;0
1669;915;533;991;583;0,261272401;42,42499542;0,447846025;42,70901871;42,71656799;-0,600000024;3;24148086;RECORD@2020-11-22_12.54.38;63;strong;0
1670;795;507;879;583;-2,766634464;46,74006653;-2,556708336;47,09850693;47,20779419;3,099999905;230;9066107;RECORD@2020-11-22_12.54.38;64;weak;0
1670;917;528;991;584;0,260809958;42,51558304;0,636629581;42,90172195;42,91617584;-0,899999976;3;28697696;RECORD@2020-11-22_12.54.38;64;weak;0
1671;771;505;870;595;-3,04403019;40,4611702;-2,485357761;40,62054443;40,72046661;3,5;230;15377258;RECORD@2020-11-22_12.54.38;65;weak;0
1671;918;530;992;584;0,329859316;42,54193115;0,665180683;42,91296387;42,91617584;-0,899999976;3;27695592;RECORD@2020-11-22_12.54.38;65;weak;0
1672;744;505;856;602;-3,024507761;34,22483444;-2,366263628;34,36401367;34,53255081;4;230;15529465;RECORD@2020-11-22_12.54.38;66;weak;0
1672;919;525;993;581;0,33466813;42,6256752;0,674696326;42,91297913;42,91617584;-0,899999976;3;27435340;RECORD@2020-11-22_12.54.38;66;weak;0
1673;699;503;836;618;-3,1169734;27,91702271;-2,771339655;28,11494064;28,34463882;5,699999809;231;13341426;RECORD@2020-11-22_12.54.38;67;incomplete;0
1673;919;520;997;580;0,36760664;42,68964767;0,631321192;43,07008362;43,11578751;-0,899999976;3;23022680;RECORD@2020-11-22_12.54.38;67;incomplete;0
1674;624;503;804;647;-3,155861139;21,65963936;-2,747879744;21,62358475;21,95711327;7,300000191;232;18625262;RECORD@2020-11-22_12.54.38;68;incomplete;0
1674;922;521;999;580;0,396301806;42,74544525;0,746102452;43,28899384;43,31539917;-1;3;35486876;RECORD@2020-11-22_12.54.38;68;incomplete;0
1675;498;502;754;692;-3,156443357;15,42227364;-3,142042637;15,33852768;15,76920033;11,5;235;18473058;RECORD@2020-11-22_12.54.38;69;incomplete;0
1675;925;530;997;582;0,445871383;42,79960251;0,568585396;43,29540253;43,31539917;-0,800000012;3;20742246;RECORD@2020-11-22_12.54.38;69;incomplete;0
1676;236;498;655;798;-3,15625906;9,057606697;-2,987451792;9,105816841;9,58128643;18,10000038;244;17942072;RECORD@2020-11-22_12.54.38;70;weak;0
1676;928;527;1001;579;0,530590415;42,86285782;0,897206903;43,30879211;43,31539917;-1,200000048;3;26325658;RECORD@2020-11-22_12.54.38;70;weak;0
1677;816;522;884;575;-2,66023469;50,64350891;-2,917845726;50,52285004;50,70097351;3,299999952;208;10461020;RECORD@2020-11-22_12.54.38;73;strong;1
1677;931;525;1003;578;0,601008058;43,04492188;0,827809393;43,49716568;43,51500702;-1,100000024;2;25427328;RECORD@2020-11-22_12.54.38;73;strong;1
1678;792;519;870;583;-2,635379791;43,92311096;-2,422719479;43,60871887;43,71461868;3,200000048;208;11009751;RECORD@2020-11-22_12.54.38;74;strong;1
1678;931;525;1004;577;0,660574675;43,13295746;0,76702112;43,49882126;43,51500702;-1;2;35630808;RECORD@2020-11-22_12.54.38;74;strong;1
1679;766;528;857;601;-2,864566326;37,02794647;-2,639734268;36,83340454;36,92787552;4,099999905;208;14576530;RECORD@2020-11-22_12.54.38;75;strong;1
1679;929;531;1005;582;0,567568183;43,19503021;0,828313947;43,47357941;43,51500702;-1,100000024;2;19925964;RECORD@2020-11-22_12.54.38;75;strong;1
1680;719;529;838;614;-2,901360989;30,16372681;-2,485273838;30,03523636;30,14112854;4,699999809;209;12909885;RECORD@2020-11-22_12.54.38;76;strong;1
1680;929;526;1003;581;0,582900703;43,24803925;0,911777318;43,66633224;43,71461868;-1,200000048;2;36804088;RECORD@2020-11-22_12.54.38;76;strong;1
1681;650;527;798;638;-3,186715126;23,34398651;-2,988450527;23,31138229;23,55399513;7,300000191;210;13890820;RECORD@2020-11-22_12.54.38;77;strong;1
1681;926;510;1001;576;0,492453754;43,24317932;0,768764377;43,80121231;43,81442261;-1;2;32107968;RECORD@2020-11-22_12.54.38;77;strong;1
1682;528;530;751;683;-3,245471954;16,53228188;-2,92597127;16,34813499;16,76725006;10,19999981;211;27007108;RECORD@2020-11-22_12.54.38;78;strong;1
1682;924;502;1001;575;0,497553021;43,30875778;0,88026464;43,68394852;43,71461868;-1,200000048;2;22362554;RECORD@2020-11-22_12.54.38;78;strong;1
1683;286;545;648;776;-3,13442874;9,804503441;-3,0669806;9,603657722;10,18011665;18;222;16046235;RECORD@2020-11-22_12.54.38;79;strong;1
1683;919;513;1001;581;0,444809675;43,36883163;0,756561816;43,7065506;43,71461868;-1;2;26491608;RECORD@2020-11-22_12.54.38;79;strong;1
1684;918;505;996;578;0,435031474;43,39136124;0,759585261;43,69296265;43,71461868;-1;1;16209840;RECORD@2020-11-22_12.54.38;80;weak;0
1684;0;569;427;1010;-2,549022913;4,158373356;-2,590511799;5,606585503;6,187913895;24,79999924;236;6032662,5;RECORD@2020-11-22_12.54.38;80;weak;0
1685;920;519;997;581;0,312587887;43,37285995;0,693419456;44,10039139;44,1138382;-0,899999976;1;18115888;RECORD@2020-11-22_12.54.38;81;strong;1
1686;917;523;998;583;0,251462221;43,45053101;0,612309396;43,9417572;44,01403046;-0,800000012;1;21153978;RECORD@2020-11-22_12.54.38;82;strong;0
1687;920;524;996;577;0,312192351;43,46475983;0,60807842;43,90512466;43,91422653;-0,800000012;1;28726674;RECORD@2020-11-22_12.54.38;83;strong;1
1688;922;521;997;579;0,343289673;43,4721489;0,616446495;43,90693283;43,91422653;-0,800000012;1;19282532;RECORD@2020-11-22_12.54.38;84;strong;1
1689;920;519;996;580;0,260933995;43,47500229;0,839818299;43,90147781;43,91422653;-1,100000024;1;15053459;RECORD@2020-11-22_12.54.38;85;strong;0
1690;918;520;997;580;0,314302087;43,47031784;0,616540372;43,90211487;43,91422653;-0,800000012;1;34394436;RECORD@2020-11-22_12.54.38;86;strong;0
1691;914;512;994;582;0,280950367;43,49153519;0,605289102;43,88663864;43,91422653;-0,800000012;1;19897810;RECORD@2020-11-22_12.54.38;87;strong;1
1692;914;506;993;577;0,303992331;43,50654221;0,529707491;43,91182709;43,91422653;-0,699999988;1;15499828;RECORD@2020-11-22_12.54.38;88;strong;0
1693;913;501;992;571;0,202481762;43,45816803;0,544436693;43,88506317;43,91422653;-0,699999988;1;17504432;RECORD@2020-11-22_12.54.38;89;strong;0
1694;911;495;992;577;0,179893047;43,49182892;0,608171046;43,88744354;43,91422653;-0,800000012;1;15729338;RECORD@2020-11-22_12.54.38;90;strong;1
1695;910;497;991;579;0,171262056;43,52226257;0,684110701;43,87783813;43,91422653;-0,899999976;1;14295966;RECORD@2020-11-22_12.54.38;91;strong;0
1696;908;503;988;582;0,07697998;43,48192596;0,608171046;43,91181183;43,91422653;-0,800000012;254;19113206;RECORD@2020-11-22_12.54.38;92;strong;1
1697;907;504;989;578;0,075522639;43,41947556;0,458100319;43,85298157;43,91422653;-0,600000024;254;17280028;RECORD@2020-11-22_12.54.38;93;strong;0
1698;905;518;981;578;0,028198864;43,41261673;0,425641298;43,91217804;43,91422653;-0,600000024;254;19212276;RECORD@2020-11-22_12.54.38;94;strong;0
1699;905;523;978;579;0,040550251;43,41068649;0,389006108;44,11053848;44,1138382;-0,5;254;22871470;RECORD@2020-11-22_12.54.38;95;strong;0
1700;904;529;975;580;-0,053706013;43,34328461;0,232641444;43,9131546;43,91422653;-0,300000012;254;28585412;RECORD@2020-11-22_12.54.38;96;strong;0
1701;905;530;976;582;-0,097666278;43,31355667;0,462515831;43,71401596;43,71461868;-0,600000024;254;17019442;RECORD@2020-11-22_12.54.38;97;strong;0
1702;903;523;977;580;-0,103100687;43,2635498;0,154251307;43,71418381;43,71461868;-0,200000003;254;21198344;RECORD@2020-11-22_12.54.38;98;strong;0
1703;901;514;977;581;-0,157417774;43,2045517;-0,074638709;43,91416168;43,91422653;0,100000001;254;19609420;RECORD@2020-11-22_12.54.38;99;strong;0
1704;902;531;974;585;-0,179700375;43,17246246;0,038227875;43,61062241;43,61481476;-0,100000001;253;21124420;RECORD@2020-11-22_12.54.38;100;strong;0
1705;900;530;973;583;-0,199951589;43,13622665;0,302999973;43,31480408;43,31539917;-0,400000006;253;21162626;RECORD@2020-11-22_12.54.38;101;strong;0
1706;900;525;972;581;-0,175303817;43,02018356;0,188537225;43,50831223;43,51500702;-0,300000012;253;20588168;RECORD@2020-11-22_12.54.38;102;strong;1
1707;901;520;974;580;-0,155588642;42,97780228;0,151688144;43,5068779;43,51500702;-0,200000003;253;17532028;RECORD@2020-11-22_12.54.38;103;strong;1
1708;902;522;976;582;-0,130869508;42,90133286;0,000598351;43,30873489;43,31539917;0;253;20642672;RECORD@2020-11-22_12.54.38;104;strong;0
1709;903;528;977;582;-0,093326472;42,81934738;0,151103318;43,2992897;43,31539917;-0,200000003;253;19262074;RECORD@2020-11-22_12.54.38;105;weak;0
1710;904;530;978;583;-0,057266448;42,7420845;0,413395643;43,11473465;43,11578751;-0,600000024;253;22644596;RECORD@2020-11-22_12.54.38;106;strong;0
1711;908;524;982;582;0,045018878;42,61101532;0,223176032;43,11520004;43,11578751;-0,300000012;253;20650308;RECORD@2020-11-22_12.54.38;107;strong;0
1712;911;522;987;583;0,112828903;42,37966537;0,302278936;42,95163727;43,01598358;-0,400000006;253;24773406;RECORD@2020-11-22_12.54.38;108;strong;0
1713;911;522;989;582;0,154406995;42,31371689;0,410998702;42,80271149;42,81637192;-0,600000024;253;17826176;RECORD@2020-11-22_12.54.38;109;strong;0
1714;911;520;989;583;0,152317211;42,24334335;0,452100366;42,71598053;42,71656799;-0,600000024;253;28501796;RECORD@2020-11-22_12.54.38;110;strong;0
1715;910;522;989;585;0,116199002;42,21010971;0,81668514;42,58653259;42,71656799;-1,100000024;253;19309132;RECORD@2020-11-22_12.54.38;111;strong;0
1716;910;519;988;583;0,088366918;42,12755203;0,300905466;42,50989914;42,51695633;-0,400000006;252;19743320;RECORD@2020-11-22_12.54.38;112;strong;0
1717;908;519;987;580;0,124619611;42,06637573;0,366328657;42,90021515;42,91617584;-0,5;252;17462198;RECORD@2020-11-22_12.54.38;113;strong;1
1718;907;523;984;579;0,11165636;42,052845;0,074096501;42,31734848;42,31734848;-0,100000001;252;17589830;RECORD@2020-11-22_12.54.38;114;strong;0
1719;907;521;983;577;0,091819033;41,87244415;0,224257961;42,25909805;42,31734848;-0,300000012;252;17174884;RECORD@2020-11-22_12.54.38;115;strong;0
1720;904;520;983;581;0,017513784;41,85614395;0,255774826;42,41631317;42,4171524;-0,400000006;253;19636094;RECORD@2020-11-22_12.54.38;116;strong;0
1721;903;522;980;580;-0,061292723;41,74999237;0,146545112;42,21403503;42,21754456;-0,200000003;253;26106864;RECORD@2020-11-22_12.54.38;117;strong;0
1722;900;526;976;580;-0,075537704;41,69022369;-0,146084145;42,21702576;42,21754456;0,200000003;252;16160501;RECORD@2020-11-22_12.54.38;118;strong;0
1723;897;525;974;582;-0,205898762;41,5547905;-0,145043164;41,9178772;41,91812897;0,200000003;253;18704120;RECORD@2020-11-22_12.54.38;119;strong;0
1724;896;526;972;581;-0,226064965;41,52071762;0,000581564;42,11074448;42,11773682;0;253;27155724;RECORD@2020-11-22_12.54.38;120;weak;0
1725;893;526;971;583;-0,308996767;41,44270325;0,00058004;41,85988617;41,91812897;0;253;22570284;RECORD@2020-11-22_12.54.38;121;strong;1
1726;892;523;969;579;-0,29493472;41,39427567;-0,433933645;41,91236115;41,91812897;0,600000024;253;17209638;RECORD@2020-11-22_12.54.38;122;weak;0
1727;889;526;967;584;-0,406022847;41,31111526;-0,035477776;41,71744156;41,7185173;0;252;31276506;RECORD@2020-11-22_12.54.38;123;strong;0
1728;888;522;966;580;-0,40609169;41,25477219;-0,035480395;41,71826172;41,7185173;0;252;21555996;RECORD@2020-11-22_12.54.38;124;weak;0
1729;884;527;964;587;-0,490816474;41,15107727;-0,14468509;41,5120163;41,51890564;0,200000003;252;29335348;RECORD@2020-11-22_12.54.38;125;strong;0
1730;884;523;963;585;-0,525941253;41,05751419;-0,070837669;41,51663589;41,51890564;0,100000001;252;23396854;RECORD@2020-11-22_12.54.38;126;strong;0
1731;882;523;960;582;-0,537869513;40,98780823;-0,14157322;41,11317444;41,11968613;0,200000003;252;20233174;RECORD@2020-11-22_12.54.38;127;strong;0
1732;878;525;959;585;-0,616761506;40,85325623;-0,213652983;41,30672455;41,31929779;0,300000012;252;25244118;RECORD@2020-11-22_12.54.38;128;strong;0
1733;877;522;956;580;-0,581325293;40,77635574;-0,284929544;41,10717392;41,11968613;0,400000006;252;13815702;RECORD@2020-11-22_12.54.38;129;strong;0
1734;876;522;958;582;-0,608438253;40,73976517;-0,213685527;41,10836411;41,11968613;0,300000012;253;26984564;RECORD@2020-11-22_12.54.38;130;weak;0
1734;1061;505;1092;583;3,064857006;40,91698837;3,250279427;40,91165543;41,0198822;-4,5;163;4690319;RECORD@2020-11-22_12.54.38;130;weak;0
1735;878;529;961;587;-0,635117888;40,6665535;-0,143199295;41,06270599;41,11968613;0,200000003;253;22744342;RECORD@2020-11-22_12.54.38;131;weak;0
1735;1069;508;1102;591;3,186850548;39,14377594;3,564507008;39,16746902;39,32319641;-5,199999809;177;4922543,5;RECORD@2020-11-22_12.54.38;131;weak;0
1736;883;522;966;584;-0,499848455;40,5832634;-0,072052583;41,00738525;41,0198822;0,100000001;253;17803716;RECORD@2020-11-22_12.54.38;132;strong;0
1737;888;522;972;585;-0,407667696;40,51049042;0,000567738;40,92001343;40,92007828;0;253;23523270;RECORD@2020-11-22_12.54.38;133;strong;0
1738;895;524;976;586;-0,252725005;40,47708511;0,141468838;40,71024323;40,72046661;-0,200000003;253;13983665;RECORD@2020-11-22_12.54.38;134;weak;0
