numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult
2342,797,512,885,590,-2.3238682746887207,39.238853454589844,0.5222574472427368,-2.049192428588867,39.650543212890625,39.722415924072266,2.9000000953674316,254.0,9959407.0,RECORD@2020-11-22_12.35.57,67,0.0
2342,976,526,1034,572,1.978159785270691,56.215003967285156,-0.0032769441604614258,2.554269313812256,56.62630844116211,56.68927764892578,-2.5999999046325684,252.0,30670510.0,RECORD@2020-11-22_12.35.57,67,0.0
2343,790,516,881,597,-2.5005602836608887,39.25035095214844,0.6288778781890869,-2.4727978706359863,39.588478088378906,39.722415924072266,3.5999999046325684,254.0,7943830.0,RECORD@2020-11-22_12.35.57,68,0.0
2343,979,531,1037,579,1.9847753047943115,56.098670959472656,-0.00040519237518310547,2.3160080909729004,56.62666320800781,56.68927764892578,-2.4000000953674316,252.0,17033250.0,RECORD@2020-11-22_12.35.57,68,0.0
2344,785,520,879,600,-2.611556053161621,39.188785552978516,0.5217350721359253,-1.9787235260009766,39.67063903808594,39.722415924072266,2.799999952316284,254.0,12390588.0,RECORD@2020-11-22_12.35.57,69,0.0
2344,980,534,1038,581,2.0482349395751953,56.045188903808594,-0.0028111040592193604,2.5264108180999756,56.624290466308594,56.68927764892578,-2.5999999046325684,253.0,15714853.0,RECORD@2020-11-22_12.35.57,69,0.0
2345,785,513,877,593,-2.5304486751556396,39.253902435302734,0.629075825214386,-2.319077968597412,39.65447235107422,39.722415924072266,3.299999952316284,1.0,10609263.0,RECORD@2020-11-22_12.35.57,70,0.0
2345,983,526,1040,573,2.1167540550231934,56.01268005371094,0.0009802281856536865,2.594107151031494,56.42748260498047,56.48966598510742,-2.700000047683716,254.0,15007692.0,RECORD@2020-11-22_12.35.57,70,0.0
2346,775,510,869,590,-2.851072311401367,39.32194519042969,0.6303952932357788,-2.698136806488037,39.84038543701172,40.02183151245117,3.799999952316284,2.0,13431347.0,RECORD@2020-11-22_12.35.57,71,0.0
2346,983,527,1040,572,2.1574952602386475,55.93988800048828,0.739118754863739,2.4144773483276367,56.528907775878906,56.58946990966797,-2.5,246.0,18737518.0,RECORD@2020-11-22_12.35.57,71,0.0
2347,774,507,869,586,-2.8812289237976074,39.34364318847656,1.0416069030761719,-2.3284077644348145,39.87300491333008,40.02183151245117,3.299999952316284,3.0,8569693.0,RECORD@2020-11-22_12.35.57,72,0.0
2347,984,522,1041,567,2.2336795330047607,55.898826599121094,0.5863526463508606,2.64300274848938,56.59638595581055,56.68927764892578,-2.700000047683716,251.0,29902528.0,RECORD@2020-11-22_12.35.57,72,0.0
2348,773,510,869,589,-2.850137233734131,39.41789245605469,0.6312528848648071,-2.6268184185028076,40.11488723754883,40.32124710083008,3.700000047683716,4.0,11624689.0,RECORD@2020-11-22_12.35.57,73,0.0
2348,983,525,1040,569,2.1162779331207275,55.985382080078125,0.7391847372055054,2.4474122524261475,56.451698303222656,56.48966598510742,-2.5,252.0,20603568.0,RECORD@2020-11-22_12.35.57,73,0.0
2349,775,514,869,593,-2.812882900238037,39.499610900878906,0.5230700373649597,-2.910842180252075,40.166927337646484,40.32124710083008,4.099999904632568,4.0,9195898.0,RECORD@2020-11-22_12.35.57,74,0.0
2349,982,528,1039,574,2.072829246520996,55.91670227050781,0.5864107012748718,2.58144211769104,56.61295700073242,56.68927764892578,-2.5999999046325684,251.0,21890254.0,RECORD@2020-11-22_12.35.57,74,0.0
2350,774,514,868,593,-2.8610036373138428,39.63982391357422,0.6318466663360596,-2.5061686038970947,39.9924430847168,40.12163543701172,3.5999999046325684,5.0,14790649.0,RECORD@2020-11-22_12.35.57,75,0.0
2350,979,529,1037,575,2.025728464126587,55.9557991027832,0.7390527725219727,2.554269313812256,56.412208557128906,56.48966598510742,-2.5999999046325684,1.0,20350680.0,RECORD@2020-11-22_12.35.57,75,0.0
2351,773,519,867,597,-2.893500804901123,39.684288024902344,0.5237277746200562,-2.7179760932922363,40.23337173461914,40.421051025390625,3.799999952316284,5.0,11150851.0,RECORD@2020-11-22_12.35.57,76,0.0
2351,974,531,1032,577,1.887502908706665,55.89360046386719,-0.0014801025390625,2.067605495452881,56.63206100463867,56.68927764892578,-2.0999999046325684,254.0,10815225.0,RECORD@2020-11-22_12.35.57,76,0.0
2352,772,516,865,595,-2.9206080436706543,39.83073425292969,0.6331661939620972,-3.0074076652526855,40.403419494628906,40.62065887451172,4.199999809265137,6.0,8289705.0,RECORD@2020-11-22_12.35.57,77,0.0
2352,968,529,1028,574,1.74736487865448,55.89419937133789,0.001705944538116455,2.059645175933838,56.235595703125,56.29005813598633,-2.0999999046325684,254.0,10840120.0,RECORD@2020-11-22_12.35.57,77,0.0
2353,770,512,865,592,-3.0211284160614014,39.974063873291016,0.5252755284309387,-2.505786895751953,40.283565521240234,40.421051025390625,3.5,6.0,10090856.0,RECORD@2020-11-22_12.35.57,78,0.0
2353,966,525,1025,571,1.6421425342559814,55.84161376953125,0.58602374792099,2.0485143661499023,56.25017166137695,56.29005813598633,-2.0999999046325684,253.0,16515428.0,RECORD@2020-11-22_12.35.57,78,0.0
2354,771,515,864,593,-3.0045998096466064,40.13068389892578,0.6350133419036865,-2.795929431915283,40.75128173828125,40.92007827758789,3.9000000953674316,8.0,8024888.5,RECORD@2020-11-22_12.35.57,79,0.0
2354,959,526,1017,573,1.4114015102386475,55.80744552612305,0.003256291151046753,1.5669193267822266,56.17205047607422,56.19025421142578,-1.600000023841858,252.0,11435627.0,RECORD@2020-11-22_12.35.57,79,0.0
2355,769,514,861,592,-2.9993209838867188,40.26811218261719,0.5261654853820801,-2.5911865234375,40.738773345947266,40.820274353027344,3.5999999046325684,8.0,10983673.0,RECORD@2020-11-22_12.35.57,80,0.0
2355,953,524,1012,570,1.3172762393951416,55.656158447265625,0.585404634475708,1.1370348930358887,56.22998046875,56.29005813598633,-1.2000000476837158,251.0,10883526.0,RECORD@2020-11-22_12.35.57,80,0.0
2356,767,510,858,588,-3.122009038925171,40.46656799316406,1.0635653734207153,-2.6268184185028076,41.165889739990234,41.319297790527344,3.700000047683716,9.0,9944745.0,RECORD@2020-11-22_12.35.57,81,0.0
2356,946,519,1005,565,1.0635899305343628,55.5968017578125,0.7368096709251404,1.5557668209075928,56.230899810791016,56.29005813598633,-1.600000023841858,250.0,22977052.0,RECORD@2020-11-22_12.35.57,81,0.0
2357,763,515,856,590,-3.186007499694824,40.6871337890625,0.5282162427902222,-3.155827760696411,41.20262908935547,41.41910171508789,4.300000190734863,10.0,9978238.0,RECORD@2020-11-22_12.35.57,82,0.0
2357,939,523,998,569,0.8101859092712402,55.41330337524414,0.5844373106956482,1.3563481569290161,56.07120132446289,56.09044647216797,-1.399999976158142,250.0,40466248.0,RECORD@2020-11-22_12.35.57,82,0.0
2358,766,509,853,588,-3.1944053173065186,40.86552047729492,1.0706706047058105,-2.6843440532684326,41.44358444213867,41.61871337890625,3.700000047683716,10.0,10835711.0,RECORD@2020-11-22_12.35.57,83,0.0
2358,937,523,993,567,0.6984518766403198,55.32630157470703,0.7349624633789062,1.0660706758499146,55.770721435546875,55.79103088378906,-1.100000023841858,249.0,23653474.0,RECORD@2020-11-22_12.35.57,83,0.0
2359,760,505,847,581,-3.448512315750122,41.598594665527344,1.0805108547210693,-3.4539451599121094,42.13050842285156,42.31734848022461,4.599999904632568,12.0,9048200.0,RECORD@2020-11-22_12.35.57,84,0.0
2359,928,515,987,560,0.4535250663757324,54.82685089111328,0.58219313621521,0.867690920829773,55.087646484375,55.0923957824707,-0.8999999761581421,250.0,47554216.0,RECORD@2020-11-22_12.35.57,84,0.0
2360,756,504,845,580,-3.4563140869140625,41.83162307739258,1.0877914428710938,-3.306697130203247,42.456825256347656,42.71656799316406,4.5,13.0,8010807.5,RECORD@2020-11-22_12.35.57,85,0.0
2360,925,514,987,560,0.3935539722442627,54.71613693237305,0.7313669323921204,0.5776838064193726,55.0893669128418,55.0923957824707,-0.6000000238418579,251.0,17180986.0,RECORD@2020-11-22_12.35.57,85,0.0
2361,752,512,840,588,-3.56473445892334,42.089988708496094,0.5427261590957642,-3.3978841304779053,42.868995666503906,43.115787506103516,4.5,12.0,7291669.5,RECORD@2020-11-22_12.35.57,86,0.0
2361,925,524,986,570,0.36699143052101135,54.56355667114258,0.5810710191726685,1.0505715608596802,55.06980895996094,55.0923957824707,-1.100000023841858,250.0,19953194.0,RECORD@2020-11-22_12.35.57,86,0.0
2362,751,502,839,579,-3.723339319229126,42.378658294677734,1.0978070497512817,-3.2592806816101074,42.95721435546875,43.315399169921875,4.300000190734863,13.0,8765988.0,RECORD@2020-11-22_12.35.57,87,0.0
2362,924,511,988,562,0.367703378200531,54.46562576293945,0.7294206619262695,0.8561855554580688,54.877506256103516,54.892784118652344,-0.8999999761581421,250.0,17345408.0,RECORD@2020-11-22_12.35.57,87,0.0
2363,751,516,838,594,-3.67909836769104,42.69805145263672,0.5355291962623596,-3.3801651000976562,43.28338623046875,43.51500701904297,4.5,15.0,5766814.5,RECORD@2020-11-22_12.35.57,88,0.0
2363,928,530,987,575,0.3729817867279053,54.324405670166016,0.5800650119781494,0.43466541171073914,54.984840393066406,54.992591857910156,-0.5,251.0,9339999.0,RECORD@2020-11-22_12.35.57,88,0.0
2364,752,514,839,588,-3.682032823562622,43.031349182128906,0.6543765068054199,-3.4887194633483887,43.573272705078125,43.71461868286133,4.5,15.0,8199314.5,RECORD@2020-11-22_12.35.57,89,0.0
2364,933,524,993,569,0.5447354316711426,54.2459831237793,0.7276723980903625,0.8530494570732117,54.68783187866211,54.69317626953125,-0.8999999761581421,251.0,18836018.0,RECORD@2020-11-22_12.35.57,89,0.0
2365,751,501,836,577,-3.784202814102173,43.27627182006836,1.1107127666473389,-3.4985265731811523,44.026573181152344,44.31344985961914,4.5,16.0,5521646.5,RECORD@2020-11-22_12.35.57,90,0.0
2365,932,515,992,558,0.6339694857597351,54.07833480834961,0.5793105363845825,0.9954362511634827,54.48438262939453,54.49356460571289,-1.100000023841858,251.0,26095444.0,RECORD@2020-11-22_12.35.57,90,0.0
2366,751,521,836,595,-3.822362184524536,43.60308837890625,0.6584668159484863,-2.9754326343536377,44.010189056396484,44.11383819580078,3.9000000953674316,15.0,16710355.0,RECORD@2020-11-22_12.35.57,91,0.0
2366,936,531,997,576,0.691959798336029,53.95622634887695,0.014636635780334473,0.9483171105384827,54.485252380371094,54.49356460571289,-1.0,251.0,44884364.0,RECORD@2020-11-22_12.35.57,91,0.0
2367,752,509,836,583,-3.757899045944214,43.93352508544922,1.1218037605285645,-3.3027820587158203,44.63176727294922,44.712669372558594,4.199999809265137,16.0,15019417.0,RECORD@2020-11-22_12.35.57,92,0.0
2367,939,518,999,565,0.7818008661270142,53.817501068115234,0.5784012079238892,1.129265546798706,54.268096923828125,54.2939567565918,-1.2000000476837158,251.0,16665008.0,RECORD@2020-11-22_12.35.57,92,0.0
2368,745,500,831,575,-3.993180990219116,44.27998352050781,1.1307647228240967,-3.8697378635406494,44.832908630371094,45.0120849609375,4.900000095367432,16.0,9862904.0,RECORD@2020-11-22_12.35.57,93,0.0
2368,934,511,996,556,0.6757965087890625,53.7115364074707,0.7248026132583618,0.8661218285560608,54.28865432739258,54.2939567565918,-0.8999999761581421,251.0,21639662.0,RECORD@2020-11-22_12.35.57,93,0.0
2369,745,503,831,576,-4.075116157531738,44.673851013183594,1.133833408355713,-3.7677106857299805,45.003395080566406,45.211692810058594,4.699999809265137,16.0,10230920.0,RECORD@2020-11-22_12.35.57,94,0.0
2369,934,513,997,558,0.7192832231521606,53.61813735961914,0.577743411064148,0.7560291886329651,54.28596496582031,54.2939567565918,-0.800000011920929,251.0,27866246.0,RECORD@2020-11-22_12.35.57,94,0.0
2370,748,490,833,562,-4.037766456604004,45.00327682495117,1.206781268119812,-3.633302927017212,45.46037673950195,45.71072006225586,4.599999904632568,16.0,9779859.0,RECORD@2020-11-22_12.35.57,95,0.0
2370,937,501,1001,549,0.83418869972229,53.50761795043945,1.286393165588379,0.5714046359062195,53.894649505615234,53.89473342895508,-0.6000000238418579,251.0,20526394.0,RECORD@2020-11-22_12.35.57,95,0.0
2371,757,506,838,574,-3.9916152954101562,46.86920166015625,1.1714575290679932,-3.5972108840942383,47.272430419921875,47.50720977783203,4.300000190734863,17.0,10216096.0,RECORD@2020-11-22_12.35.57,96,0.0
2371,940,512,1006,561,0.8774262070655823,52.999210357666016,0.5752670764923096,0.6567420363426208,53.49257278442383,53.495513916015625,-0.699999988079071,252.0,26085470.0,RECORD@2020-11-22_12.35.57,96,0.0
2372,757,510,837,578,-3.96164870262146,47.26726150512695,1.1811856031417847,-3.5757877826690674,47.66877746582031,47.80662536621094,4.300000190734863,18.0,12600233.0,RECORD@2020-11-22_12.35.57,97,0.0
2372,939,518,1002,566,0.8400890231132507,52.93455505371094,0.7193268537521362,0.6052604913711548,53.29553985595703,53.29590606689453,-0.699999988079071,252.0,19304102.0,RECORD@2020-11-22_12.35.57,97,0.0
2373,758,514,837,583,-4.005562782287598,47.65095138549805,0.5548371076583862,-3.5016226768493652,48.00848388671875,48.106040954589844,4.099999904632568,18.0,10759744.0,RECORD@2020-11-22_12.35.57,98,0.0
2373,939,527,1001,571,0.8569459319114685,52.79707336425781,0.5742997527122498,1.1590293645858765,53.17707061767578,53.19609832763672,-1.2999999523162842,252.0,16364886.0,RECORD@2020-11-22_12.35.57,98,0.0
2374,760,512,838,580,-3.9888668060302734,48.09130859375,0.7112781405448914,-3.5089306831359863,48.56130599975586,48.704872131347656,4.099999904632568,16.0,8735634.0,RECORD@2020-11-22_12.35.57,99,0.0
2374,939,525,1003,568,0.8191585540771484,52.777915954589844,0.7181723117828369,0.8471640348434448,53.29386901855469,53.29590606689453,-0.8999999761581421,252.0,14271768.0,RECORD@2020-11-22_12.35.57,99,0.0
2375,761,511,838,578,-4.100971698760986,48.388004302978516,0.5602928400039673,-3.5027337074279785,48.749664306640625,48.90447998046875,4.099999904632568,15.0,9377274.0,RECORD@2020-11-22_12.35.57,100,0.0
2375,940,521,1004,567,0.9220764636993408,52.6502685546875,0.5738741159439087,1.0700398683547974,53.088966369628906,53.09629440307617,-1.2000000476837158,252.0,27215632.0,RECORD@2020-11-22_12.35.57,100,0.0
2376,760,516,838,583,-4.024557113647461,48.68415069580078,0.6921459436416626,-3.5879974365234375,49.108646392822266,49.203895568847656,4.199999809265137,14.0,7409000.5,RECORD@2020-11-22_12.35.57,101,0.0
2376,941,528,1005,571,0.8203914761543274,52.634830474853516,0.7170838117599487,1.3774642944335938,53.064815521240234,53.09629440307617,-1.5,253.0,39693284.0,RECORD@2020-11-22_12.35.57,101,0.0
2377,762,512,839,578,-3.9967246055603027,49.00117111206055,0.5601186752319336,-3.5076377391815186,49.38218307495117,49.70292282104492,4.0,13.0,9717869.0,RECORD@2020-11-22_12.35.57,102,0.0
2377,943,526,1006,568,0.9566551446914673,52.5032844543457,0.5732163190841675,0.8824644088745117,53.18875503540039,53.19609832763672,-1.0,253.0,25171274.0,RECORD@2020-11-22_12.35.57,102,0.0
2378,762,508,838,574,-4.0553059577941895,49.28864288330078,1.215512752532959,-3.2780895233154297,49.81223678588867,49.902530670166016,3.799999952316284,11.0,8960249.0,RECORD@2020-11-22_12.35.57,103,0.0
2378,943,517,1009,565,1.0029751062393188,52.44861602783203,0.7163580656051636,0.8378787636756897,52.8901481628418,52.89668273925781,-0.8999999761581421,253.0,40724492.0,RECORD@2020-11-22_12.35.57,103,0.0
2379,763,512,838,579,-4.0435967445373535,49.442970275878906,0.5621113777160645,-3.6394600868225098,49.81963348388672,50.102142333984375,4.199999809265137,10.0,7133499.5,RECORD@2020-11-22_12.35.57,104,0.0
2379,944,526,1009,570,1.0220941305160522,52.34532928466797,0.572539210319519,1.0219707489013672,52.872779846191406,52.89668273925781,-1.100000023841858,253.0,20143178.0,RECORD@2020-11-22_12.35.57,104,0.0
2380,946,520,1011,568,1.0596169233322144,52.31303787231445,0.715335488319397,0.8441550135612488,52.888614654541016,52.89668273925781,-0.8999999761581421,253.0,13828305.0,RECORD@2020-11-22_12.35.57,105,0.0
2380,765,509,842,576,-4.000176429748535,49.736297607421875,0.6996009349822998,-3.558126926422119,49.99845504760742,50.20195007324219,4.099999904632568,7.0,7782044.0,RECORD@2020-11-22_12.35.57,105,0.0
2381,766,505,841,569,-3.9465737342834473,49.8384895324707,1.2220499515533447,-3.595198631286621,50.26202392578125,50.50136184692383,4.099999904632568,6.0,8421623.0,RECORD@2020-11-22_12.35.57,106,0.0
2381,946,512,1010,562,1.065005898475647,52.218170166015625,0.5723264217376709,1.1043390035629272,52.78874969482422,52.796878814697266,-1.2000000476837158,252.0,20719302.0,RECORD@2020-11-22_12.35.57,106,0.0
2382,769,515,844,579,-4.006912708282471,50.073333740234375,0.5642008185386658,-3.63855242729187,50.37071990966797,50.50136184692383,4.099999904632568,255.0,9125785.0,RECORD@2020-11-22_12.35.57,107,0.0
2382,943,530,1005,573,0.8780988454818726,51.89335250854492,0.5707399845123291,0.930884838104248,52.289878845214844,52.297855377197266,-1.0,252.0,33865908.0,RECORD@2020-11-22_12.35.57,107,0.0
2383,771,517,845,581,-3.8657751083374023,50.052608489990234,0.700656533241272,-3.705233573913574,50.46371841430664,50.601165771484375,4.199999809265137,254.0,7738328.5,RECORD@2020-11-22_12.35.57,108,0.0
2383,944,530,1005,574,0.917799174785614,51.864112854003906,0.7120038270950317,1.0008792877197266,52.28636932373047,52.297855377197266,-1.100000023841858,252.0,41661064.0,RECORD@2020-11-22_12.35.57,108,0.0
2384,772,509,846,574,-3.825324535369873,49.96826171875,0.5675671100616455,-3.7036943435668945,50.53352737426758,50.70097351074219,4.099999904632568,253.0,8591198.0,RECORD@2020-11-22_12.35.57,109,0.0
2384,943,522,1005,566,0.9434041976928711,51.74691390991211,0.5703530311584473,1.0876065492630005,52.259281158447266,52.297855377197266,-1.2000000476837158,252.0,22973610.0,RECORD@2020-11-22_12.35.57,109,0.0
2385,773,509,847,573,-3.8381478786468506,49.94985580444336,0.7005245685577393,-3.194725275039673,50.293182373046875,50.40155792236328,3.5999999046325684,251.0,8599015.0,RECORD@2020-11-22_12.35.57,110,0.0
2385,942,525,1003,567,0.8793266415596008,51.693443298339844,0.711212158203125,0.7365007400512695,52.292747497558594,52.297855377197266,-0.800000011920929,252.0,27083438.0,RECORD@2020-11-22_12.35.57,110,0.0
2386,938,515,1002,563,0.8542459011077881,51.58989715576172,0.5697339773178101,0.9202852249145508,52.07688522338867,52.098243713378906,-1.0,252.0,20815340.0,RECORD@2020-11-22_12.35.57,111,0.0
2386,772,505,847,568,-3.798293113708496,49.71487808227539,1.22059965133667,-3.3080811500549316,50.41508865356445,50.50136184692383,3.700000047683716,250.0,6215058.5,RECORD@2020-11-22_12.35.57,111,0.0
2387,779,513,855,577,-3.6057064533233643,49.66851806640625,0.6982154846191406,-3.385896921157837,50.09417724609375,50.301753997802734,3.799999952316284,249.0,7852875.0,RECORD@2020-11-22_12.35.57,112,0.0
2387,944,526,1006,569,0.8682817220687866,51.55279541015625,0.709892749786377,1.1825164556503296,52.07688522338867,52.098243713378906,-1.2999999523162842,252.0,23444948.0,RECORD@2020-11-22_12.35.57,112,0.0
2388,777,506,853,571,-3.6090309619903564,49.51924133300781,1.2159924507141113,-3.2127017974853516,49.78931427001953,49.902530670166016,3.700000047683716,248.0,6472929.0,RECORD@2020-11-22_12.35.57,113,0.0
2388,942,519,1006,563,0.9385024309158325,51.428775787353516,0.5693276524543762,1.1318374872207642,51.979835510253906,51.998435974121094,-1.2999999523162842,252.0,19437710.0,RECORD@2020-11-22_12.35.57,113,0.0
2389,775,513,849,578,-3.6774468421936035,49.334693908691406,0.6962363123893738,-3.4803290367126465,49.57577133178711,49.70292282104492,4.0,248.0,8801338.0,RECORD@2020-11-22_12.35.57,114,0.0
2389,938,527,1000,570,0.7719858288764954,51.338016510009766,0.7088701128959656,0.8993696570396423,51.881980895996094,51.89863204956055,-1.0,252.0,19492990.0,RECORD@2020-11-22_12.35.57,114,0.0
2390,775,505,850,572,-3.638292074203491,49.141815185546875,1.2095085382461548,-3.299424409866333,49.5889778137207,49.70292282104492,3.799999952316284,248.0,8231882.5,RECORD@2020-11-22_12.35.57,115,0.0
2390,938,521,1002,564,0.8241773247718811,51.256065368652344,0.5686118602752686,0.5462879538536072,51.89356231689453,51.89863204956055,-0.6000000238418579,252.0,16945206.0,RECORD@2020-11-22_12.35.57,115,0.0
2391,773,508,849,575,-3.7431766986846924,48.942501068115234,1.2096917629241943,-3.493718385696411,49.34994888305664,49.50331115722656,4.0,247.0,8333080.5,RECORD@2020-11-22_12.35.57,116,0.0
2391,937,523,999,566,0.7258846163749695,51.15814208984375,0.707847535610199,0.73092120885849,51.59528350830078,51.599220275878906,-0.800000011920929,252.0,38919844.0,RECORD@2020-11-22_12.35.57,116,0.0
2392,771,507,846,573,-3.7115437984466553,48.75815963745117,1.2025126218795776,-3.2996773719787598,49.271026611328125,49.403507232666016,3.799999952316284,248.0,9858306.0,RECORD@2020-11-22_12.35.57,117,0.0
2392,935,521,996,565,0.685097873210907,51.06382751464844,0.5677992701530457,0.8064975738525391,51.49658203125,51.499412536621094,-0.8999999761581421,252.0,32689134.0,RECORD@2020-11-22_12.35.57,117,0.0
2393,768,514,844,579,-3.8007476329803467,48.55854797363281,0.6912223100662231,-3.481595516204834,48.95277404785156,49.10409164428711,4.099999904632568,247.0,8204243.5,RECORD@2020-11-22_12.35.57,118,0.0
2393,931,529,992,571,0.5101120471954346,51.004913330078125,0.7063301801681519,0.73092120885849,51.26729965209961,51.2998046875,-0.800000011920929,251.0,21883606.0,RECORD@2020-11-22_12.35.57,118,0.0
2394,768,512,844,579,-3.8323307037353516,48.30791473388672,0.5575456023216248,-3.4391984939575195,48.760398864746094,48.90447998046875,4.0,248.0,10122422.0,RECORD@2020-11-22_12.35.57,119,0.0
2394,929,528,992,571,0.5044665932655334,50.88887023925781,0.5666578412055969,0.7169723510742188,51.190269470214844,51.19999694824219,-0.800000011920929,251.0,55129116.0,RECORD@2020-11-22_12.35.57,119,0.0
2395,766,513,842,581,-3.788639545440674,47.66204071044922,0.5550305843353271,-3.8888022899627686,48.010887145996094,48.106040954589844,4.599999904632568,250.0,5383666.5,RECORD@2020-11-22_12.35.57,120,0.0
2395,925,532,987,574,0.3704463541507721,50.504241943359375,0.5651681423187256,0.40218818187713623,50.89933776855469,50.90058135986328,-0.5,252.0,34184752.0,RECORD@2020-11-22_12.35.57,120,0.0
2396,764,514,842,582,-3.848496198654175,47.6300163269043,0.6846250295639038,-3.124507427215576,47.85054016113281,48.00623321533203,3.700000047683716,251.0,9868793.0,RECORD@2020-11-22_12.35.57,121,0.0
2396,924,533,986,575,0.2901858985424042,50.464263916015625,0.7025697231292725,0.6176792979240417,50.697181701660156,50.70097351074219,-0.699999988079071,252.0,41786820.0,RECORD@2020-11-22_12.35.57,121,0.0
2398,761,516,841,583,-3.8893330097198486,47.389583587646484,0.683173656463623,-3.187504529953003,47.69441223144531,47.906429290771484,3.799999952316284,251.0,8752316.0,RECORD@2020-11-22_12.35.57,123,0.0
2398,923,533,987,575,0.3678688406944275,50.269737243652344,0.701316237449646,0.35460954904556274,50.469364166259766,50.50136184692383,-0.4000000059604645,252.0,17744216.0,RECORD@2020-11-22_12.35.57,123,0.0
2399,759,519,838,587,-3.8976614475250244,47.23758316040039,0.553173303604126,-3.840792179107666,47.52534103393555,47.70682144165039,4.599999904632568,252.0,8055047.0,RECORD@2020-11-22_12.35.57,124,0.0
2399,923,537,986,580,0.2818929851055145,50.1376953125,0.03691905736923218,0.612796425819397,50.488739013671875,50.50136184692383,-0.699999988079071,252.0,14923350.0,RECORD@2020-11-22_12.35.57,124,0.0
2400,757,517,837,586,-3.949254274368286,47.16780471801758,0.6819531321525574,-3.7261438369750977,47.425270080566406,47.70682144165039,4.5,253.0,8440775.0,RECORD@2020-11-22_12.35.57,125,0.0
2400,921,534,987,577,0.2619766294956207,50.086666107177734,0.04039908945560455,0.4395943582057953,50.393226623535156,50.40155792236328,-0.5,252.0,17251812.0,RECORD@2020-11-22_12.35.57,125,0.0
2401,758,520,836,587,-3.9327540397644043,47.098968505859375,0.5527089834213257,-3.7261438369750977,47.353599548339844,47.50720977783203,4.5,254.0,9701262.0,RECORD@2020-11-22_12.35.57,126,0.0
2401,920,537,986,581,0.27731654047966003,49.97974395751953,0.30066978931427,0.30989688634872437,50.49347686767578,50.50136184692383,-0.4000000059604645,253.0,29340350.0,RECORD@2020-11-22_12.35.57,126,0.0
2402,757,512,836,580,-4.009014129638672,47.079315185546875,0.6815243363380432,-3.5976333618164062,47.44978332519531,47.607017517089844,4.300000190734863,255.0,8997936.0,RECORD@2020-11-22_12.35.57,127,0.0
2402,921,532,985,574,0.287002295255661,49.944461822509766,0.6993700265884399,0.26667892932891846,50.30144500732422,50.301753997802734,-0.30000001192092896,254.0,27917172.0,RECORD@2020-11-22_12.35.57,127,0.0
2403,753,517,836,584,-4.057640552520752,47.020206451416016,0.5527863502502441,-3.5021395683288574,47.39997100830078,47.607017517089844,4.099999904632568,128.0,7943274.5,RECORD@2020-11-22_12.35.57,128,0.0
2403,922,534,988,578,0.37130868434906006,49.84273910522461,0.5628078579902649,0.6274449825286865,50.492042541503906,50.50136184692383,-0.699999988079071,254.0,15463741.0,RECORD@2020-11-22_12.35.57,128,0.0
2404,755,523,836,590,-3.9850449562072754,47.011783599853516,0.6807656288146973,-3.5562942028045654,47.461639404296875,47.607017517089844,4.199999809265137,0.0,7386136.0,RECORD@2020-11-22_12.35.57,129,0.0
2404,924,540,990,582,0.36808422207832336,49.8387451171875,0.041850507259368896,0.6945483088493347,50.48403549194336,50.50136184692383,-0.800000011920929,254.0,27718820.0,RECORD@2020-11-22_12.35.57,129,0.0
2405,752,519,835,586,-4.095998287200928,47.04561996459961,0.5523993968963623,-3.710482120513916,47.38124465942383,47.50720977783203,4.5,1.0,8075928.0,RECORD@2020-11-22_12.35.57,130,0.0
2405,925,533,989,577,0.3794611394405365,49.784759521484375,0.5625370144844055,0.5273700952529907,50.29132843017578,50.301753997802734,-0.6000000238418579,254.0,33848736.0,RECORD@2020-11-22_12.35.57,130,0.0
2407,748,518,830,585,-4.189654350280762,47.379032135009766,0.553753674030304,-3.8361127376556396,47.70063400268555,47.906429290771484,4.599999904632568,5.0,5593585.0,RECORD@2020-11-22_12.35.57,132,0.0
2407,926,533,990,575,0.4527917802333832,49.70551300048828,0.26819539070129395,0.39605557918548584,50.2821044921875,50.301753997802734,-0.5,1.0,18535774.0,RECORD@2020-11-22_12.35.57,132,0.0
2408,748,517,830,585,-4.218210220336914,47.56123352050781,0.6842951774597168,-3.50791335105896,47.88038635253906,48.00623321533203,4.199999809265137,6.0,11041450.0,RECORD@2020-11-22_12.35.57,133,0.0
2408,927,532,992,573,0.433641254901886,49.807655334472656,0.6981824636459351,0.7813925743103027,50.29684066772461,50.301753997802734,-0.8999999761581421,1.0,13648237.0,RECORD@2020-11-22_12.35.57,133,0.0
2410,748,519,829,583,-4.281325340270996,47.77622985839844,0.5555528998374939,-3.50791335105896,48.17473602294922,48.3056526184082,4.199999809265137,7.0,6808758.0,RECORD@2020-11-22_12.35.57,135,0.0
2410,926,533,990,575,0.4202045500278473,49.837276458740234,0.5626530647277832,0.35605984926223755,50.50105285644531,50.50136184692383,-0.4000000059604645,2.0,11847960.0,RECORD@2020-11-22_12.35.57,135,0.0
